Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-1_run-1287_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-2_run-1288_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-3_run-1289_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-4_run-1290_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-5_run-1291_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-6_run-1292_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-7_run-1293_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-8_run-1294_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-1_run-1295_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-2_run-1296_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-3_run-1297_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-4_run-1298_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-5_run-1299_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-6_run-1300_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-7_run-1301_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-8_run-1302_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-7-C-39-ctrl_run-1687_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-8-C-39-IR_run-1688_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-9-C-35-CTRL_run-1689_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-10-C-35-IR_run-1690_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-11-C-69-CTRL_run-1691_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-12-C-39-IR_run-1692_60 SPD_3-25-2024.d
O00192;O00192-2	O00192;O00192-2	ARVC_HUMAN	ARVCF	Splicing regulator ARVCF	1678.85	1282.91	2176.95	2200.3	2368.84	2229.49	1544.15	2182.58	2143.9	1242.42	816.04	1484.19	2400.46	2553.04		1804.12	3165.43	2531.85	1976.32	1924.09	2578.65	3141.49
O00193	O00193	SMAP_HUMAN	SMAP	Small acidic protein	436.678	444.932	286.247	350.16	301.405	425.749		187.967	317.256	294.895	493.978		168.386	179.318		266.382				245.327	124.669	
O00203;O00203-3	O00203;Q13367;O00203-3;Q13367-3;Q13367-4	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	15101.7	13871.2	23313.9	14627	19816.2	14846.7	10517.1	15757.6	22008.4	20502.4	24622.6	22671.4	24379.6	18714.8	14339.2	15475.1	23487.7	23000.3	13564.3	20118.7	18794.5	22115.3
O00213;O00213-2;O00213-3;O00213-4;O00213-5;O00213-6	O00213;O00213-2;O00213-3;O00213-4;O00213-5;O00213-6	APBB1_HUMAN	APBB1	Amyloid beta precursor protein binding family B member 1							2177.62	2037.14							2100.38	1858.13			3226.43	2408.16		
O00214;O00214-2	O00214;O00214-2	LEG8_HUMAN	LGALS8	Galectin-8							451.87	790.092							1443.62	791.219			1329.5	1873.38		
O00217	O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	9548.47	12646.5	8606.61	12951	6293.95	9485.73	11676	6123.7	10067.2	9797.4	8443.94	7632.74	6177.21	10493.9	5072.91	4635.54	4961.18	3657.76	6106.4	5664.22	9728.35	6210.63
O00221	O00221	IKBE_HUMAN	NFKBIE	NF-kappa-B inhibitor epsilon																1948.7			1752.55	1187.02		
O00222;O00222-2;O00222-3	O00222;O00222-2;O00222-3	GRM8_HUMAN	GRM8	Metabotropic glutamate receptor 8	8202.16	9851.38	9020.26	8115.75	8327.72	11477	11993.3	11385.8	9182.29	10348.8	11607.6	10188.9	14714.3	12954.2	14110.6	13327.8	11437.2	16756.8	13870.3	19217.7	9434.14	14722.4
O00231;O00231-2	O00231;O00231-2	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	40970.1	39646.2	41565.3	41941	46420	42396.7	21894.6	29433	39570.6	38096.3	40570	41153.9	40757.5	39705.4	18274.1	25895.2	42845.1	48461.8	23992.8	27111.3	40768.4	44318.3
O00232	O00232;O00232-2	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	61558	58320.5	61674.4	59142.2	67842.4	66809.2	30856.6	34546.5	63868.9	60488	68685.7	66818.2	69934.7	65522.6	26781.4	33705.6	71865.3	63803.4	38317.7	37682.3	64834	60440
O00233	O00233;O00233-2	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	7787	8548.06	9725.36	10086.8	8773.93	5588.05	4959.96	1942.14	9975.17	9925.81	8319.75	8937.1	10105.1	8049.94	10169.3	7859.29	2700.88	3647.36	4749.14	4462.99	6565.81	5402.9
O00255;O00255-2;O00255-3	O00255;O00255-2;O00255-3	MEN1_HUMAN	MEN1	Menin	2509.96	2794.62	2585.51	2557.87	2466.38	2876.16	3490.79	4397.15	2032.76	2527.4						4377.86	2182.42	1930.13	3922.11	4665.36	2186.99	1744.01
O00257;O00257-3	O00257;O00257-3	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4								1014.45								1172.98			752.038	591.414		
O00258;O00258-2	O00258;O00258-2	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	846.769	1065.26	905.469	825.205	713.164	901.708		367.08	621.249	686.63	551.62	605.73	1013.4	645.943			599.329	641.723	1017.81	1336.49	916.44	
O00264	O00264;O00264-2	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	198653	196438	190594	207858	178176	225216	128983	94648	193647	186005	189211	187470	172138	197416	83975.1	75845.4	209994	193294	70445.8	92030.9	217903	179337
O00267-2	O00267;O00267-2	SPT5H_HUMAN	SUPT5H	Isoform 2 of Transcription elongation factor SPT5	9119.03	8692.5	11562.1	9962.39	11558.8	9742.94	12857.9	13155.3	9735.95	10740.4	11006.1	10974.5	12169.2	12824.9	11112.3	13456.8	11265.1	12939.9	10133.5	14095	10614.3	13662.3
O00268	O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	1589.29	1792.97	1724.5	1349.32	1399.13	2219.47	1893.95	4044.8	1526.51	1699.78	1786.59	1218.68	1245.46	1388.15	4167.19	3811.99	3339.35	1737.18	3678.49	4519.31	1752.19	2135.66
O00273	O00273;O00273-2	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha							7265.5	3389.54							5726	6605.8			8539.86	7118.72		
O00291;O00291-3	O00291;O75146;O00291-3;O00291-4	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1		6118.39	6750.5	4423.22	4822.31	5706.43	31403	33252.3	6302.56	8680.46	6822.87	6112.92	7148.47	7582.76	22883.7	28271.7	9541.02	10289.1	17631	22745.4	3504.24	5291.43
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	292459	312018	404235	301938	313827	270743	95276.6	69369.6	396423	327381	391239	396623	322534	327847	80350	82489.6	234471	245839	338621	109264	277530	238473
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	75426.4	79643.3	75660.7	77934.9	71094.4	71121	51144.3	66111.3	73214.8	74573.7	65379.4	74263.2	63773.5	70658.6	35900.8	57951	72084.1	64752.1	69659.3	55174.8	89426.7	72575.8
O00330;O00330-2	O00330;O00330-2;O00330-3	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	7948.44	14128.9	7298.72	10441	6519.39	9351.39	6878.55	3742.63	8516.28	9866.61	7203.8	7698.94	10296.7	8248.13	15366.7	4591.95	4890.92		4966.32	3521.2	8175.19	6031.74
O00391;O00391-2	O00391;O00391-2	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1		1944.01	5152.18	1232.45	3334.65	1845.05			1554.46	2017.61		2307.43		2769.64								
O00400	O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1							6383.52	2429.05								2227.43			2879.34	4572.51		
O00401	O00401	WASL_HUMAN	WASL	Actin nucleation-promoting factor WASL	17085.2	13517.2	11417.7	13444.2	16364	20817	8683.36	13095.7	12425.7	7217.48	12007.1	14161.7	14680.4	16413.4	14453	19818.6	13924.7	10924.5	24573.9	17692.4	14486	15639
O00410;O00410-3	O00410;O00410-2;O00410-3	IPO5_HUMAN	IPO5	Importin-5	18229.9	22737	16719.9	18675.3	19817.9	18324.5	30685	37761	19966.7	20400.7	21902.4	20390.1	19210.8	20947.2	24141	28490.5	14580.3	16878.3	24517.5	21748.3	17384.2	19510.3
O00411	O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial					805.809		2799.65	5783.63			1806.67			1249.21	4335.17	5837.72			6885.59	5861.99		
O00418	O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase								3179.88							4738.09	4967.26				3121.78		
O00422-2	O00422-2	SAP18_HUMAN	SAP18	Isoform 2 of Histone deacetylase complex subunit SAP18					566.653												7195.21	5920.05	1892.27	1933.3	1243.6	5939.41
O00423;O00423-3	O00423;O00423-3	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	3577.51	3871.06	2093.65		3469.83	2520.27		640.156	2290.77		2635.64		1995.29	3116.79	2768.51	888.255	3070.07	3037.18	867.109	981.085	3407.79	2953.81
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3		6097.17					3286.86	2416.43				3651.38			2120.3	3246.81			2279.24	2387.29		
O00429;O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-8;O00429-9	O00429;O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-7;O00429-8;O00429-9	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	16083.1	17371.8	17373.8	16110.4	18867.7	19533.5	14130	16342.1	19222.3	15240.3	16499.5	16875.3	15669.4	14535.6	15536.2	15951.1	19467.1	19270.4	11695.5	14588.3	16586.3	16280.3
O00442	O00442;O00442-2	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	3610.9	3139.81	4571.67	2936.84	3875.06	4675.36	2729.74	3942.04	3087.82	3734.12	4559.14	3574.64	3994.41	2961.28	2486.22	3415.52	3905.78	4471	3019.91	3198.3	3867.33	4988.45
O00443	O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	4895.29	5019.99	4245.33	4583.2	3761.3	5226.93	1750.33	3536.92	4331.55	4797.16	4705.91	4300.76	3819.88	5025.01		3203.34	5236.08	6446.7	2928.58	5336.56	5425.79	3533.04
O00459	O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta							1865.62	1845.34								2359.63			3298.26	2379.03		
O00461	O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4							14763.5	10965.9							10627.1	14978.3			9603.16	17162.2		
O00462	O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	11675.7	8106.2	15044.8	9221.07	14377.3	5988.08	2633.63	2426.92	11560.9	7116.8	13694.9	7584.55	9561.98	9007.33		1354.4	3959.63	18978.8	1767.46	4688.26	8616.48	21763.4
O00468-6	O00468;O00468-2;O00468-3;O00468-4;O00468-5;O00468-6;O00468-7	AGRIN_HUMAN	AGRN	Isoform 6 of Agrin	18228.1	20296.9	5837.48	24830.6	3635.32	16173.1	35507.2	11601.2	4475.11	11762.2	6081.54	3325.08	3567.74	2946.2	57362.4	11012.8	3782	5317.73	126941	111590	9025.22	6859.78
O00469;O00469-2	O00469;O00469-2;O00469-3	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	18015.2	32264.6	16387.3	23479.4	14345	22593.6	31673.7	12690.8	14300.3	15365.2	12372.8	11025.4	7854.02	13130.4	20847.8	9666.71	4302.58	10462.3	25328.6	13077.4	8556.24	13866.3
O00471	O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	4094.31	4038.82	5188.37	3525.66	4438.29	4043.97	1996.18	5315.89	4421.53	3424.07	4933.6	3483.64	4381.18	3696.19	2750.4	4413.28	3474.14	4663.38	3801.49	3769.61	4325.01	5434.33
O00483	O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	14604.1	10950.4	15152	10382.7	15630.1	12322.3	24193.2	11724.3	13409.6	8666.12	14072	11811.5	18035.8	12620.2	9457.19	8052.53	11356	14156.1	5721.44	6622.47	8470.67	12413.2
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	17803.4	18944	17508.7	17016.6	21474	13341.3	10071.9	9048.82	19707.4	18700.4	18615.9	17131.3	16077.4	17659.4	10739.2	8445.57	14843.3	15229	8002.43	8171.31	20150.4	18356.1
O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	O00499;O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	19030.8	21885	15946.2	19201.5	10919.9	14167.5	3529.12	3790.97	9997.97	17675.1	11266.8	14467.1	6662.21	9033.77	6213.64	3175.84	11632.9	10523.5	9137.02	3372.2	19666.7	9639.81
O00505	O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	1952.65	2343.33	2979.75	2267.22	2938.06	1804.67	4519.85	4794.37	2913.17	2627	3455.5	2786.17	3062.12	2933.5	4421.99	4538.21	1738.49	2604.25	2432.43	2990.81	1645.93	3142.31
O00506;O00506-2;O00506-3	O00506;O00506-2;O00506-3	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25			1691.71	954.667	1132.45	643.289		352.751	1991.61	1555.18	1087.67	1311.92		1068.69			759.452	862.957	252.967		966.857	1225.42
O00507-2	O00507;O00507-2	USP9Y_HUMAN	USP9Y	Isoform Short of Probable ubiquitin carboxyl-terminal hydrolase FAF-Y			4648.1					1196.34					2163.05			369.36		1999.12	794.387	662.472		2564.2
O00515	O00515	LAD1_HUMAN	LAD1	Ladinin-1	6466.45	11562	4254.91	7345.54	3851.88	7214.61			3947.46	6332.24	3230.84	5365.55	3366.3	4689.09			3771.01	2040.74			4795.79	3704.49
O00519	O00519	FAAH1_HUMAN	FAAH	Fatty-acid amide hydrolase 1	2144.7	1222.85	2148.77	1540.89	1587.87	816.893			3004.66	2348.59	1906.63	1444.95	1995.91	1881.47			1901.43	2166.9			3604.43	2986.58
O00534	O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	8881.22	7654.28	12903.4	9442.69	9238.76	6510.99	5491.1	3881.03	12157.1	9526.98	8951.64	9088.04	9266.57	7304.12	5381.98	6388.31	7115.67	7833.65	6291.68	13741.4	7872.61	9465.64
O00541;O00541-2	O00541;O00541-2	PESC_HUMAN	PES1	Pescadillo homolog	6325.28	4588.02	5764.76	5355.92	8177.06	7311.92	11848.2	17342	8279.34	7935.65	8543.86	8929.53	7604.38	10792.8	9289.84	17084.4	5172.96	6498.7	14275.8	20374.7	5666.81	8192.84
O00560-2	O00560-2	SDCB1_HUMAN	SDCBP	Isoform 2 of Syntenin-1							11392.6	8285.46							8812.7	9740.84			6331.24	9754.12		
O00560;O00560-3	O00560;O00560-2;O00560-3	SDCB1_HUMAN	SDCBP	Syntenin-1	10510.6	14629.5	12793.9	19454.5	5599.83	9298.78	11307	8861.5	3204.37	7896.1	6078.35	6297.61		2939.28	7335.72	6900.91	8111.33	5206.21	5625.61	10012.8	6770.54	4467.83
O00562;O00562-2	O00562;O00562-2	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	5021.12	5003	5651.81		5853.88	7092.74			3807.75	5545.25	5731.55	4922.87	6180.04	4565.45		1813.88	4956.63	6204.49	2575.36	1384.2	6410.6	4961.52
O00566	O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	1095.1	1535.31	1076.54		1113.65	3034.79		1528.91	1795.64	1660.4	1127.08		674.241	1613.84		1249.01	2634.12	3071.62	3551.81	3300.19	2253.01	2406.59
O00567	O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	33455.6	22748.4	25375	21834.8	23459.3	28842.3	18766.5	16192.9	21916.2	23116.5	26680.8	21916.3	21094.5	25815.6	13888.3	21707.6	28489.8	38910.1	30580.7	31518.7	27966.3	32330.7
O00571;O00571-2	O00571;O15523;Q9NQI0;O00571-2;O15523-2;Q9NQI0-2;Q9NQI0-3;Q9NQI0-4	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	38921.6	29273.2	45074	33580.7	50334.4	34655.8	32914.5	46910	52904.2	54364	55233.8	48902.3	53774.8	46467.1	32639.6	47968.5	41591.7	56167.2	34505.2	47567.4	40059.3	64393.8
O00592;O00592-2	O00592;O00592-2	PODXL_HUMAN	PODXL	Podocalyxin			1284.33		1105.24		3578.89	2883.73	1094.12	1440.77	1423.33	1284.5		1570.26	1606.4	2787.29	943.249		3476.21	4813.32		779.512
O00625	O00625	PIR_HUMAN	PIR	Pirin					1219.34		9160.26	9725.27					3772.9		12660.8	15393.9			10239.3	7337.1		
O00629	O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	5338.1	6349.98	5637.47	5513.1	7678.83	7413.36	11948.6	12591.7	6459.86	7206.19	8604.48	6208.13	8398.2	7000.86	10314.2	11294.7	5207.06	7798.44	14117.9	14738.9	4970.03	7452.38
O00712;O00712-4;O00712-5	O00712;O00712-4;O00712-5	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	9481.93	9272.06	9759.01	8851.87	9781.08	8738.71		2988.14	10127.5	8034.32	9080.6	9456.61	8760.46	8311.44		2991.83	11069.3	10238.5	1700.82	1522.41	11067.5	11038.5
O00743;O00743-2;O00743-3	O00743;O00743-2;O00743-3	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5580.45	5594.11	5186.34	4286.27	5263.47	5094.05	2818.81	6399.59	6294.3	5327.99	6370.53	5107.57	5797.46	5822.09	8075.21	5733.75	4962.69	4351.82	4415.27	5133.41	5235.5	6173.72
O00754;O00754-2	O00754;O00754-2	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4160.4	4711.58	8203.91	2659.54	16614.4	8724.86	8089.54	5251.94	7283.58	3530.51	8692.68	4495.11	12602.7	9768.07	8051.51	4270.64	2168.75	17659.1	3334.27	13431.8	3673.01	19977.9
O00762;O00762-4	O00762;O00762-4	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C							2518.95	1415.5								1151.02			923.92	1618.51		
O00763;O00763-2;O00763-3	O00763;O00763-2;O00763-3	ACACB_HUMAN	ACACB	Acetyl-CoA carboxylase 2	5710	8554.26	7102.09	7046.22	6851.65	8367.98	6454.9	5229.29	5871.14	7614.28	10379.9	8983.4	12694.3	12372		3798.43	13110.2	9522.97			8070.17	5756.65
O00764	O00764;O00764-3	PDXK_HUMAN	PDXK	Pyridoxal kinase	33397.4	18000.7	17264.1	19771.6	19202	27565	5979.08	4046.99	20985	22030.4	18502.5	23261.2	26528.8	18346.9	7818.13	11242.6	23833.6	15232.5	8943.92	7128.65	25174.3	9396.24
O00767	O00767	SCD_HUMAN	SCD	Stearoyl-CoA desaturase							2659.67	3119.98							1031.47	2987.24			1864.07	1584.75		
O14493;O15551;O95484;P56747	O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	15359.5	21567.4	14576.4	13320.6	17766.6	14733.2			12140.8	17375.3	14159.1	12735.6	18446.5	13891.3			17637.8	27685			12734.4	17093.2
O14495	O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	8069.96	12493.6	11899.2	15328.6	13575.4	15487.5	3128.75	5660.1	11702.1	15805.4	15120.1	16290.1	13455.7	11741.1		5701.35	23381.4	21111.6		4473.77	11604.7	13764.9
O14497	O14497;O14497-2;O14497-3	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	3259.07	3693.72	3849.66	3313.98	4275.78	3430.86	5582.76	6257.28	4052.09	3883.11	3864.87	4419.75	4246.11	4136.89	3996.23	4000.51	4310.17	4684.47	6315.56	6156.94	4004.28	4349.14
O14514	O14514	AGRB1_HUMAN	ADGRB1	Adhesion G protein-coupled receptor B1							2838.12	3024.37							1555.42	2000.43			734.121	2116.24		
O14521;O14521-2;O14521-4	O14521;O14521-2;O14521-4	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	1640.84	2557.86		1601.51		1758.73		154.035			1219.45								605.505	569.21	1321.07	481.58
O14524;O14524-2	O14524;O14524-2	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	12002.9	10901.6	13444.7	10693.8	12988	10939.6		19077.1	13432.1	12398.9	11162.9	17630.1	11160	11052.4	11398.6	14476.7	7184.1	14198.3	16940.1	18287.4	15464	10282.5
O14530;O14530-2	O14530;O14530-2	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9		5418.17		12878.7			27426.4	5524.42		3273.5					21338.4	6135.23		2504.66	10837.4	6966.84	1893.17	2016.69
O14531	O14531	DPYL4_HUMAN	DPYSL4	Dihydropyrimidinase-related protein 4			10657			9228.03	31496.5	34392	8066.29						26444.7	35159.8			23944.8	21196.6		
O14548	O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	7059.88	16584.6	8534.94	9993.82	5667.37	10881.8	7525.95		9005.01	7846.04	8455.99	8993.38	5907.74	8258.85			13324.9	9692.71		10976.4	10609.9	10202.8
O14556	O14556	G3PT_HUMAN	GAPDHS	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific	44991.4	42452.2	27182.9	28461.2	25939.7	52184.8			26961.6	24749.7	19005.2	27517.3	10669.2	30913.1			16966.2	8833.29			48043.3	9917.74
O14561	O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	23313	40602.3	18022.3	33050.7	14889.7	21303.5	22473.7	10452.3	20457.2	21507.8	16989.4	11708.3	18480.7	13503.6	30289.8	14097.7	6756.32	12201.5	10635.2	12355.4	12436.1	12543.9
O14562	O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	3169.71	3293.71	3803.82	3069.73	3087.55	3055.77	5513.29	6470.97	5505.14	2807.87	4450.43	2544.33	3991.69	2612.47	8900.16	6932.87		2366.92	3740.75	3699.16	3331.53	
O14578;O14578-4	O14578;O14578-2;O14578-4	CTRO_HUMAN	CIT	Citron Rho-interacting kinase							4454.22	3374.47			1031.4				2500.87	2284.94				2660.09		
O14579	O14579;O14579-2;O14579-3	COPE_HUMAN	COPE	Coatomer subunit epsilon							41169.4	40931.7							46386.9	41385			30484.2	32110.7		
O14594	O14594	NCAN_HUMAN	NCAN	Neurocan core protein							12813.6	3965.51							4946.67	2141.58			1134.94	3225.47		
O14617;O14617-5	O14617;O14617-2;O14617-3;O14617-4;O14617-5	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	5216.55	5530.06	8676.96	5521.98	7765.62	6458.3	7322.67	6068.79	8693.65	7829.91	8731.84	8081.54	8230.72	6975.22	6219.54	6312.56	9544.77	10257	5193.58	6679.06	8136.95	9327.88
O14618	O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase			3930.39				5002.1	2241.17	3362.25		4096.73	4892		2821.92	9248.75	8464.51	4157.19		6865.89	5257.02	5316.07	
O14656	O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	2282.46	2825.87	3559.04	2634.53	3109.33	3321.09	3756.08	3988.93	3643.74	2606.26	2756.35	3451.1	2199.39	2796.86	2847	3417.12	1991.7		2441.48	3775.09		
O14657	O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6326.94	3851.61	8210.22	5764.12	9510.99	4373.38	2726.51	3083.05	7841.6	5844.96	7654.43	7698.74	6240.61	7114.51	4504.07	1917.12	2923.01	5864.93	3039.87	2039.85	5872.33	9958.34
O14662	O14662	STX16_HUMAN	STX16	Syntaxin-16								1309.65			1890.46	2314.33				1783.61	5601.8	3819.41	1309.48	3787.06	3362.37	2791.49
O14662-2	O14662-2	STX16_HUMAN	STX16	Isoform A of Syntaxin-16			2577.2	3912.35				2526.78						2567.34		4095.82	2331.04		8420.36	4267.88	3133.34	
O14662-4	O14662;O14662-5;O14662-2;O14662-3;O14662-4;O14662-6	STX16_HUMAN	STX16	Isoform D of Syntaxin-16	6281.18	6272.47	7683.95	9370.32	1751.37	2954.05	6788.66	7442.4	6806.61	7773.21	7985.65	7818.36	3890.32	4063.96	5858.58	7942.02	17807.7	12672.5	19559.2	14230.3	16642.3	11404.7
O14672	O14672;O14672-2	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	21685.1	21913.2	20210.7	15695	20117.7	20088.3	6784.08	3314.1	18039.2	20850.4	15261.4	15789.3	22381.7	18796.3	7714.25	4728.09	26967.2	22430.5	14184.6	15449.2	27445.4	22541.6
O14681	O14681;O14681-3	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	5694.81	6946.43	6111	3121.61	8161.43	4608.03	7410.88	9334.45	7843.81	5795.07	7598.28	7442.41	8653.82	7614.92	4197.32	7207.23	5513.75	10653.7	5543.49	7960.97	5756.98	10787.9
O14683	O14683	P5I11_HUMAN	TP53I11	Tumor protein p53-inducible protein 11								1143.79								900.07			2623.77	1930.27		
O14727;O14727-2;O14727-3;O14727-4;O14727-5	O14727;O14727-2;O14727-3;O14727-4;O14727-5;O14727-6	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1								1582.21								1602.78			583.981	1103.43		
O14732;O14732-2	O14732;O14732-2	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	5582.35	6276.97	4236.79	5036.26	5004.92	5774.9			4551.27	5856.11	5737.98	4613.68	5885.02	5141.37			3979.97	3511.59			3387.61	2818.46
